Ulasan,Tanggal_Ulasan,Label,lokasi,tokens,normalisasi,stopword
pantai di ujung utara pulau madura dengan pemandangan yang asri jarang pengunjung,4 tahun lalu,Negatif,pantai slopeng,"['pantai', 'di', 'ujung', 'utara', 'pulau', 'madura', 'dengan', 'pemandangan', 'yang', 'asri', 'jarang', 'pengunjung']","['pantai', 'di', 'ujung', 'utara', 'pulau', 'madura', 'dengan', 'pemandangan', 'yang', 'asri', 'jarang', 'pengunjung']","['pantai', 'di', 'ujung', 'utara', 'pulau', 'madura', 'dengan', 'pemandangan', 'yang', 'asri', 'jarang', 'pengunjung']"
pantainya kotor dan tidak terawat sebenarnya kalau dikelola lebih baik lagi akan lebih bagus,4 bulan lalu,Negatif,pantai slopeng,"['pantainya', 'kotor', 'dan', 'tidak', 'terawat', 'sebenarnya', 'kalau', 'dikelola', 'lebih', 'baik', 'lagi', 'akan', 'lebih', 'bagus']","['pantainya', 'kotor', 'dan', 'tidak', 'terawat', 'sebenarnya', 'kalau', 'dikelola', 'lebih', 'baik', 'lagi', 'akan', 'lebih', 'bagus']","['pantainya', 'kotor', 'dan', 'tidak', 'terawat', 'sebenarnya', 'kalau', 'dikelola', 'lebih', 'baik', 'lagi', 'akan', 'lebih', 'bagus']"
fasilitas kamar manditoilet masih terbatas masih kurang bersih,3 tahun lalu,Negatif,pantai slopeng,"['fasilitas', 'kamar', 'manditoilet', 'masih', 'terbatas', 'masih', 'kurang', 'bersih']","['fasilitas', 'kamar', 'manditoilet', 'masih', 'terbatas', 'masih', 'kurang', 'bersih']","['fasilitas', 'kamar', 'manditoilet', 'masih', 'terbatas', 'masih', 'kurang', 'bersih']"
pantainya sangat bersih lanjutkan,3 tahun lalu,Negatif,pantai slopeng,"['pantainya', 'sangat', 'bersih', 'lanjutkan']","['pantainya', 'sangat', 'bersih', 'lanjutkan']","['pantainya', 'sangat', 'bersih', 'lanjutkan']"
pantai yg kecehpasir bersihalhamdulillah pas banyak kapal yg berjajar,setahun lalu,Negatif,pantai slopeng,"['pantai', 'yg', 'kecehpasir', 'bersihalhamdulillah', 'pas', 'banyak', 'kapal', 'yg', 'berjajar']","['pantai', 'yang', 'kecehpasir', 'bersihalhamdulillah', 'pas', 'banyak', 'kapal', 'yang', 'berjajar']","['pantai', 'yang', 'kecehpasir', 'bersihalhamdulillah', 'pas', 'banyak', 'kapal', 'yang', 'berjajar']"
bagus pemandangannya tapi mahal tiket masuknya rb per orang,3 tahun lalu,Negatif,pantai slopeng,"['bagus', 'pemandangannya', 'tapi', 'mahal', 'tiket', 'masuknya', 'rb', 'per', 'orang']","['bagus', 'pemandangannya', 'tapi', 'mahal', 'tiket', 'masuknya', 'rb', 'per', 'orang']","['bagus', 'pemandangannya', 'tapi', 'mahal', 'tiket', 'masuknya', 'rb', 'per', 'orang']"
bagus banget pantainya nyaman suasananya,3 tahun lalu,Positif,pantai slopeng,"['bagus', 'banget', 'pantainya', 'nyaman', 'suasananya']","['bagus', 'banget', 'pantainya', 'nyaman', 'suasananya']","['bagus', 'banget', 'pantainya', 'nyaman', 'suasananya']"
bagus banget pantainya untuk kalian yang dari luar sumenep silakan datang sendiri kalau ingin tau tempatnya di jamin pasti suka,4 tahun lalu,Positif,pantai slopeng,"['bagus', 'banget', 'pantainya', 'untuk', 'kalian', 'yang', 'dari', 'luar', 'sumenep', 'silakan', 'datang', 'sendiri', 'kalau', 'ingin', 'tau', 'tempatnya', 'di', 'jamin', 'pasti', 'suka']","['bagus', 'banget', 'pantainya', 'untuk', 'kalian', 'yang', 'dari', 'luar', 'sumenep', 'silakan', 'datang', 'sendiri', 'kalau', 'ingin', 'tahu', 'tempatnya', 'di', 'jamin', 'pasti', 'suka']","['bagus', 'banget', 'pantainya', 'untuk', 'kalian', 'yang', 'dari', 'luar', 'sumenep', 'silakan', 'datang', 'sendiri', 'kalau', 'ingin', 'tahu', 'tempatnya', 'di', 'jamin', 'pasti', 'suka']"
pantai yang indah sekali anda bisa membangun istana pasir disini kelapa muda nya enak dan segar rujaknya juga enak mantap,setahun lalu,Negatif,pantai slopeng,"['pantai', 'yang', 'indah', 'sekali', 'anda', 'bisa', 'membangun', 'istana', 'pasir', 'disini', 'kelapa', 'muda', 'nya', 'enak', 'dan', 'segar', 'rujaknya', 'juga', 'enak', 'mantap']","['pantai', 'yang', 'indah', 'sekali', 'anda', 'bisa', 'membangun', 'istana', 'pasir', 'disini', 'kelapa', 'muda', 'nya', 'enak', 'dan', 'segar', 'rujaknya', 'juga', 'enak', 'mantap']","['pantai', 'yang', 'indah', 'sekali', 'anda', 'bisa', 'membangun', 'istana', 'pasir', 'disini', 'kelapa', 'muda', 'nya', 'enak', 'dan', 'segar', 'rujaknya', 'juga', 'enak', 'mantap']"
bagus bersih indah nyaman,10 bulan lalu,Positif,pantai slopeng,"['bagus', 'bersih', 'indah', 'nyaman']","['bagus', 'bersih', 'indah', 'nyaman']","['bagus', 'bersih', 'indah', 'nyaman']"
pantainya kotor kurang terawat fasilitas kurang sekali pasirnya tidak sebagus dulu tapi,4 tahun lalu,Negatif,pantai slopeng,"['pantainya', 'kotor', 'kurang', 'terawat', 'fasilitas', 'kurang', 'sekali', 'pasirnya', 'tidak', 'sebagus', 'dulu', 'tapi']","['pantainya', 'kotor', 'kurang', 'terawat', 'fasilitas', 'kurang', 'sekali', 'pasirnya', 'tidak', 'sebagus', 'dulu', 'tapi']","['pantainya', 'kotor', 'kurang', 'terawat', 'fasilitas', 'kurang', 'sekali', 'pasirnya', 'tidak', 'sebagus', 'dulu', 'tapi']"
bagus buat foto,2 tahun lalu,Positif,pantai slopeng,"['bagus', 'buat', 'foto']","['bagus', 'buat', 'foto']","['bagus', 'buat', 'foto']"
anak pantai hari ini healing menikmati keindahan pantai slopeng sumenep madura,setahun lalu,Negatif,pantai slopeng,"['anak', 'pantai', 'hari', 'ini', 'healing', 'menikmati', 'keindahan', 'pantai', 'slopeng', 'sumenep', 'madura']","['anak', 'pantai', 'hari', 'ini', 'healing', 'menikmati', 'keindahan', 'pantai', 'slopeng', 'sumenep', 'madura']","['anak', 'pantai', 'hari', 'ini', 'healing', 'menikmati', 'keindahan', 'pantai', 'slopeng', 'sumenep', 'madura']"
bagus dan rekomended,3 tahun lalu,Positif,pantai slopeng,"['bagus', 'dan', 'rekomended']","['bagus', 'dan', 'rekomended']","['bagus', 'dan', 'rekomended']"
bagus indah asri pemandangan nya bisa dijadikan tempat untuk bersantai dg keluargakawanpasangan,4 tahun lalu,Positif,pantai slopeng,"['bagus', 'indah', 'asri', 'pemandangan', 'nya', 'bisa', 'dijadikan', 'tempat', 'untuk', 'bersantai', 'dg', 'keluargakawanpasangan']","['bagus', 'indah', 'asri', 'pemandangan', 'nya', 'bisa', 'dijadikan', 'tempat', 'untuk', 'bersantai', 'dengan', 'keluargakawanpasangan']","['bagus', 'indah', 'asri', 'pemandangan', 'nya', 'bisa', 'dijadikan', 'tempat', 'untuk', 'bersantai', 'dengan', 'keluargakawanpasangan']"
bagus pemandangannys,2 tahun lalu,Positif,pantai slopeng,"['bagus', 'pemandangannys']","['bagus', 'pemandangannys']","['bagus', 'pemandangannys']"
bagus sekali,3 tahun lalu,Positif,pantai slopeng,"['bagus', 'sekali']","['bagus', 'sekali']","['bagus', 'sekali']"
bagus suasananya tenang dan asri ada cafe dengan beberapa spot foto tepi pantainya rindang ada banyak pohon cemara udang dan kelapa asyik alami dengan suasana yg betul betul bikin betah dan pengen kembali lagi,4 tahun lalu,Positif,pantai slopeng,"['bagus', 'suasananya', 'tenang', 'dan', 'asri', 'ada', 'cafe', 'dengan', 'beberapa', 'spot', 'foto', 'tepi', 'pantainya', 'rindang', 'ada', 'banyak', 'pohon', 'cemara', 'udang', 'dan', 'kelapa', 'asyik', 'alami', 'dengan', 'suasana', 'yg', 'betul', 'betul', 'bikin', 'betah', 'dan', 'pengen', 'kembali', 'lagi']","['bagus', 'suasananya', 'tenang', 'dan', 'asri', 'ada', 'cafe', 'dengan', 'beberapa', 'spot', 'foto', 'tepi', 'pantainya', 'rindang', 'ada', 'banyak', 'pohon', 'cemara', 'udang', 'dan', 'kelapa', 'asyik', 'alami', 'dengan', 'suasana', 'yang', 'betul', 'betul', 'bikin', 'betah', 'dan', 'ingin', 'kembali', 'lagi']","['bagus', 'suasananya', 'tenang', 'dan', 'asri', 'ada', 'cafe', 'dengan', 'beberapa', 'spot', 'foto', 'tepi', 'pantainya', 'rindang', 'ada', 'banyak', 'pohon', 'cemara', 'udang', 'dan', 'kelapa', 'asyik', 'alami', 'dengan', 'suasana', 'yang', 'betul', 'betul', 'bikin', 'betah', 'dan', 'ingin', 'kembali', 'lagi']"
bagus indah,seminggu lalu,Positif,pantai slopeng,"['bagus', 'indah']","['bagus', 'indah']","['bagus', 'indah']"
bagus dibangun dong lebih bagus,4 tahun lalu,Positif,pantai slopeng,"['bagus', 'dibangun', 'dong', 'lebih', 'bagus']","['bagus', 'dibangun', 'dong', 'lebih', 'bagus']","['bagus', 'dibangun', 'dong', 'lebih', 'bagus']"
baguss,4 tahun lalu,Positif,pantai slopeng,['baguss'],['baguss'],['baguss']
bau kencing kuda dan kotoran kuda,4 tahun lalu,Negatif,pantai slopeng,"['bau', 'kencing', 'kuda', 'dan', 'kotoran', 'kuda']","['bau', 'kencing', 'kuda', 'dan', 'kotoran', 'kuda']","['bau', 'kencing', 'kuda', 'dan', 'kotoran', 'kuda']"
beautiful beach for familypantainya keren ramai dikunjungi bersih cocok buat wisata keluarga,3 tahun lalu,Positif,pantai slopeng,"['beautiful', 'beach', 'for', 'familypantainya', 'keren', 'ramai', 'dikunjungi', 'bersih', 'cocok', 'buat', 'wisata', 'keluarga']","['beautiful', 'beach', 'for', 'familypantainya', 'keren', 'ramai', 'dikunjungi', 'bersih', 'cocok', 'buat', 'wisata', 'keluarga']","['beautiful', 'beach', 'for', 'familypantainya', 'keren', 'ramai', 'dikunjungi', 'bersih', 'cocok', 'buat', 'wisata', 'keluarga']"
berkunjunglah ke sini saat sore dan malam sebab sudah ada cafe dan resto untuk makan dan minum,5 bulan lalu,Positif,pantai slopeng,"['berkunjunglah', 'ke', 'sini', 'saat', 'sore', 'dan', 'malam', 'sebab', 'sudah', 'ada', 'cafe', 'dan', 'resto', 'untuk', 'makan', 'dan', 'minum']","['berkunjunglah', 'ke', 'sini', 'saat', 'sore', 'dan', 'malam', 'sebab', 'sudah', 'ada', 'cafe', 'dan', 'resto', 'untuk', 'makan', 'dan', 'minum']","['berkunjunglah', 'ke', 'sini', 'saat', 'sore', 'dan', 'malam', 'sebab', 'sudah', 'ada', 'cafe', 'dan', 'resto', 'untuk', 'makan', 'dan', 'minum']"
bersih dan nyaman lokasinya,4 tahun lalu,Positif,pantai slopeng,"['bersih', 'dan', 'nyaman', 'lokasinya']","['bersih', 'dan', 'nyaman', 'lokasinya']","['bersih', 'dan', 'nyaman', 'lokasinya']"
bersih dan sejuknyaman dan cocok buat relaksasi,setahun lalu,Positif,pantai slopeng,"['bersih', 'dan', 'sejuknyaman', 'dan', 'cocok', 'buat', 'relaksasi']","['bersih', 'dan', 'sejuknyaman', 'dan', 'cocok', 'buat', 'relaksasi']","['bersih', 'dan', 'sejuknyaman', 'dan', 'cocok', 'buat', 'relaksasi']"
bersih pantai nya,3 tahun lalu,Positif,pantai slopeng,"['bersih', 'pantai', 'nya']","['bersih', 'pantai', 'nya']","['bersih', 'pantai', 'nya']"
bersih keren,4 tahun lalu,Positif,pantai slopeng,"['bersih', 'keren']","['bersih', 'keren']","['bersih', 'keren']"
bersihindah dan ada musholla nya untuk sholat,4 tahun lalu,Positif,pantai slopeng,"['bersihindah', 'dan', 'ada', 'musholla', 'nya', 'untuk', 'sholat']","['bersihindah', 'dan', 'ada', 'musholla', 'nya', 'untuk', 'sholat']","['bersihindah', 'dan', 'ada', 'musholla', 'nya', 'untuk', 'sholat']"
bisa makaan enaak disini karena ada restonya,4 tahun lalu,Positif,pantai slopeng,"['bisa', 'makaan', 'enaak', 'disini', 'karena', 'ada', 'restonya']","['bisa', 'makaan', 'enaak', 'disini', 'karena', 'ada', 'restonya']","['bisa', 'makaan', 'enaak', 'disini', 'karena', 'ada', 'restonya']"
buat pantai ini reflesing madura punyak sumenep,3 tahun lalu,Positif,pantai slopeng,"['buat', 'pantai', 'ini', 'reflesing', 'madura', 'punyak', 'sumenep']","['buat', 'pantai', 'ini', 'reflesing', 'madura', 'punyak', 'sumenep']","['buat', 'pantai', 'ini', 'reflesing', 'madura', 'punyak', 'sumenep']"
pantainya kotor dan kurang perawatan aja jadi sepi pengunjung,3 tahun lalu,Negatif,pantai slopeng,"['pantainya', 'kotor', 'dan', 'kurang', 'perawatan', 'aja', 'jadi', 'sepi', 'pengunjung']","['pantainya', 'kotor', 'dan', 'kurang', 'perawatan', 'saja', 'jadi', 'sepi', 'pengunjung']","['pantainya', 'kotor', 'dan', 'kurang', 'perawatan', 'saja', 'jadi', 'sepi', 'pengunjung']"
bukit pasir yg indah,4 tahun lalu,Positif,pantai slopeng,"['bukit', 'pasir', 'yg', 'indah']","['bukit', 'pasir', 'yang', 'indah']","['bukit', 'pasir', 'yang', 'indah']"
pantai yang ada di madura ini punya long beach yang bisa di pake balapan wlwkwkwk,2 tahun lalu,Negatif,pantai slopeng,"['pantai', 'yang', 'ada', 'di', 'madura', 'ini', 'punya', 'long', 'beach', 'yang', 'bisa', 'di', 'pake', 'balapan', 'wlwkwkwk']","['pantai', 'yang', 'ada', 'di', 'madura', 'ini', 'punya', 'long', 'beach', 'yang', 'bisa', 'di', 'pakai', 'balapan', 'wlwkwkwk']","['pantai', 'yang', 'ada', 'di', 'madura', 'ini', 'punya', 'long', 'beach', 'yang', 'bisa', 'di', 'pakai', 'balapan', 'wlwkwkwk']"
pantainya pasirnya kuning bersih cuma tidak terawat baik tidak dikelola dengan baik,4 tahun lalu,Negatif,pantai slopeng,"['pantainya', 'pasirnya', 'kuning', 'bersih', 'cuma', 'tidak', 'terawat', 'baik', 'tidak', 'dikelola', 'dengan', 'baik']","['pantainya', 'pasirnya', 'kuning', 'bersih', 'cuma', 'tidak', 'terawat', 'baik', 'tidak', 'dikelola', 'dengan', 'baik']","['pantainya', 'pasirnya', 'kuning', 'bersih', 'cuma', 'tidak', 'terawat', 'baik', 'tidak', 'dikelola', 'dengan', 'baik']"
kotor karena banyak pengunjung yg buang sampah sembarang tempat,3 tahun lalu,Negatif,pantai slopeng,"['kotor', 'karena', 'banyak', 'pengunjung', 'yg', 'buang', 'sampah', 'sembarang', 'tempat']","['kotor', 'karena', 'banyak', 'pengunjung', 'yang', 'buang', 'sampah', 'sembarang', 'tempat']","['kotor', 'karena', 'banyak', 'pengunjung', 'yang', 'buang', 'sampah', 'sembarang', 'tempat']"
cafe nya menyenangkan pemandangan malam bagus,3 tahun lalu,Positif,pantai slopeng,"['cafe', 'nya', 'menyenangkan', 'pemandangan', 'malam', 'bagus']","['cafe', 'nya', 'menyenangkan', 'pemandangan', 'malam', 'bagus']","['cafe', 'nya', 'menyenangkan', 'pemandangan', 'malam', 'bagus']"
kalau sekedar mencari suasana cukup baik ada sewa naik kuda menyusuri pantai,4 tahun lalu,Negatif,pantai slopeng,"['kalau', 'sekedar', 'mencari', 'suasana', 'cukup', 'baik', 'ada', 'sewa', 'naik', 'kuda', 'menyusuri', 'pantai']","['kalau', 'sekedar', 'mencari', 'suasana', 'cukup', 'baik', 'ada', 'sewa', 'naik', 'kuda', 'menyusuri', 'pantai']","['kalau', 'sekedar', 'mencari', 'suasana', 'cukup', 'baik', 'ada', 'sewa', 'naik', 'kuda', 'menyusuri', 'pantai']"
pasir nya putih bersih tempatnya luas rindang banyak pohon cemara cocok untuk bersantai dengan keluarga,4 tahun lalu,Negatif,pantai slopeng,"['pasir', 'nya', 'putih', 'bersih', 'tempatnya', 'luas', 'rindang', 'banyak', 'pohon', 'cemara', 'cocok', 'untuk', 'bersantai', 'dengan', 'keluarga']","['pasir', 'nya', 'putih', 'bersih', 'tempatnya', 'luas', 'rindang', 'banyak', 'pohon', 'cemara', 'cocok', 'untuk', 'bersantai', 'dengan', 'keluarga']","['pasir', 'nya', 'putih', 'bersih', 'tempatnya', 'luas', 'rindang', 'banyak', 'pohon', 'cemara', 'cocok', 'untuk', 'bersantai', 'dengan', 'keluarga']"
cakep banget,3 tahun lalu,Positif,pantai slopeng,"['cakep', 'banget']","['cakep', 'banget']","['cakep', 'banget']"
cocok buat piknik keluarga pasir pantainya lembuuuuttttt bangettt,3 tahun lalu,Positif,pantai slopeng,"['cocok', 'buat', 'piknik', 'keluarga', 'pasir', 'pantainya', 'lembuuuuttttt', 'bangettt']","['cocok', 'buat', 'piknik', 'keluarga', 'pasir', 'pantainya', 'lembuuuuttttt', 'bangettt']","['cocok', 'buat', 'piknik', 'keluarga', 'pasir', 'pantainya', 'lembuuuuttttt', 'bangettt']"
cocok buat semua kalangan yg butuh suasana nyaman dan tenang,3 tahun lalu,Positif,pantai slopeng,"['cocok', 'buat', 'semua', 'kalangan', 'yg', 'butuh', 'suasana', 'nyaman', 'dan', 'tenang']","['cocok', 'buat', 'semua', 'kalangan', 'yang', 'butuh', 'suasana', 'nyaman', 'dan', 'tenang']","['cocok', 'buat', 'semua', 'kalangan', 'yang', 'butuh', 'suasana', 'nyaman', 'dan', 'tenang']"
cocok untuk bermain dengan keluarga,4 tahun lalu,Positif,pantai slopeng,"['cocok', 'untuk', 'bermain', 'dengan', 'keluarga']","['cocok', 'untuk', 'bermain', 'dengan', 'keluarga']","['cocok', 'untuk', 'bermain', 'dengan', 'keluarga']"
sayang mulai ada sampah di pantai,3 tahun lalu,Negatif,pantai slopeng,"['sayang', 'mulai', 'ada', 'sampah', 'di', 'pantai']","['sayang', 'mulai', 'ada', 'sampah', 'di', 'pantai']","['sayang', 'mulai', 'ada', 'sampah', 'di', 'pantai']"
cocok untuk wisata dengan keluarga dengan pemandangan pantai yang bagus dan indah,2 tahun lalu,Positif,pantai slopeng,"['cocok', 'untuk', 'wisata', 'dengan', 'keluarga', 'dengan', 'pemandangan', 'pantai', 'yang', 'bagus', 'dan', 'indah']","['cocok', 'untuk', 'wisata', 'dengan', 'keluarga', 'dengan', 'pemandangan', 'pantai', 'yang', 'bagus', 'dan', 'indah']","['cocok', 'untuk', 'wisata', 'dengan', 'keluarga', 'dengan', 'pemandangan', 'pantai', 'yang', 'bagus', 'dan', 'indah']"
hasil tangkapan ikan oleh nelayan di pantai selopeng madura,3 tahun lalu,Negatif,pantai slopeng,"['hasil', 'tangkapan', 'ikan', 'oleh', 'nelayan', 'di', 'pantai', 'selopeng', 'madura']","['hasil', 'tangkapan', 'ikan', 'oleh', 'nelayan', 'di', 'pantai', 'selopeng', 'madura']","['hasil', 'tangkapan', 'ikan', 'oleh', 'nelayan', 'di', 'pantai', 'selopeng', 'madura']"
cukup bagus,4 tahun lalu,Positif,pantai slopeng,"['cukup', 'bagus']","['cukup', 'bagus']","['cukup', 'bagus']"
cukup bagus hanya saja pengembangannya kurang bagus terkesan biasabiasa saja,3 tahun lalu,Positif,pantai slopeng,"['cukup', 'bagus', 'hanya', 'saja', 'pengembangannya', 'kurang', 'bagus', 'terkesan', 'biasabiasa', 'saja']","['cukup', 'bagus', 'hanya', 'saja', 'pengembangannya', 'kurang', 'bagus', 'terkesan', 'biasabiasa', 'saja']","['cukup', 'bagus', 'hanya', 'saja', 'pengembangannya', 'kurang', 'bagus', 'terkesan', 'biasabiasa', 'saja']"
cukup bagus untuk pantai di madura ya bersih tiket masuk per orang ribu kalo gasalah asik sih tempatnya karena pas dateng kesini ga banyak orang jd fotofotonya lebih enak juga,4 tahun lalu,Positif,pantai slopeng,"['cukup', 'bagus', 'untuk', 'pantai', 'di', 'madura', 'ya', 'bersih', 'tiket', 'masuk', 'per', 'orang', 'ribu', 'kalo', 'gasalah', 'asik', 'sih', 'tempatnya', 'karena', 'pas', 'dateng', 'kesini', 'ga', 'banyak', 'orang', 'jd', 'fotofotonya', 'lebih', 'enak', 'juga']","['cukup', 'bagus', 'untuk', 'pantai', 'di', 'madura', 'iya', 'bersih', 'tiket', 'masuk', 'per', 'orang', 'ribu', 'kalau', 'gasalah', 'asik', 'sih', 'tempatnya', 'karena', 'pas', 'datang', 'kesini', 'tidak', 'banyak', 'orang', 'jadi', 'fotofotonya', 'lebih', 'enak', 'juga']","['cukup', 'bagus', 'untuk', 'pantai', 'di', 'madura', 'iya', 'bersih', 'tiket', 'masuk', 'per', 'orang', 'ribu', 'kalau', 'gasalah', 'asik', 'sih', 'tempatnya', 'karena', 'pas', 'datang', 'kesini', 'tidak', 'banyak', 'orang', 'jadi', 'fotofotonya', 'lebih', 'enak', 'juga']"
destinasi wisata pantai yang wajib dikunjungi di sumenep,setahun lalu,Positif,pantai slopeng,"['destinasi', 'wisata', 'pantai', 'yang', 'wajib', 'dikunjungi', 'di', 'sumenep']","['destinasi', 'wisata', 'pantai', 'yang', 'wajib', 'dikunjungi', 'di', 'sumenep']","['destinasi', 'wisata', 'pantai', 'yang', 'wajib', 'dikunjungi', 'di', 'sumenep']"
enak jntuk tempat anak bermain dan bersantai ria lahan parkir lebar tempat makan bersih dengan view langsung ke laut yg penuh pasir dan cemara,2 tahun lalu,Positif,pantai slopeng,"['enak', 'jntuk', 'tempat', 'anak', 'bermain', 'dan', 'bersantai', 'ria', 'lahan', 'parkir', 'lebar', 'tempat', 'makan', 'bersih', 'dengan', 'view', 'langsung', 'ke', 'laut', 'yg', 'penuh', 'pasir', 'dan', 'cemara']","['enak', 'jntuk', 'tempat', 'anak', 'bermain', 'dan', 'bersantai', 'ria', 'lahan', 'parkir', 'lebar', 'tempat', 'makan', 'bersih', 'dengan', 'view', 'langsung', 'ke', 'laut', 'yang', 'penuh', 'pasir', 'dan', 'cemara']","['enak', 'jntuk', 'tempat', 'anak', 'bermain', 'dan', 'bersantai', 'ria', 'lahan', 'parkir', 'lebar', 'tempat', 'makan', 'bersih', 'dengan', 'view', 'langsung', 'ke', 'laut', 'yang', 'penuh', 'pasir', 'dan', 'cemara']"
enak sekali,4 tahun lalu,Positif,pantai slopeng,"['enak', 'sekali']","['enak', 'sekali']","['enak', 'sekali']"
exotic pesisir utara di kabupaten sumenep,3 tahun lalu,Positif,pantai slopeng,"['exotic', 'pesisir', 'utara', 'di', 'kabupaten', 'sumenep']","['exotic', 'pesisir', 'utara', 'di', 'kabupaten', 'sumenep']","['exotic', 'pesisir', 'utara', 'di', 'kabupaten', 'sumenep']"
gak kalah dgn bali,4 tahun lalu,Positif,pantai slopeng,"['gak', 'kalah', 'dgn', 'bali']","['tidak', 'kalah', 'dengan', 'bali']","['tidak', 'kalah', 'dengan', 'bali']"
garis pantainya panjangkebersihan cukup terjagaditumbuhi banyak pohon cemara yang rindang tempat parkir luas,3 tahun lalu,Positif,pantai slopeng,"['garis', 'pantainya', 'panjangkebersihan', 'cukup', 'terjagaditumbuhi', 'banyak', 'pohon', 'cemara', 'yang', 'rindang', 'tempat', 'parkir', 'luas']","['garis', 'pantainya', 'panjangkebersihan', 'cukup', 'terjagaditumbuhi', 'banyak', 'pohon', 'cemara', 'yang', 'rindang', 'tempat', 'parkir', 'luas']","['garis', 'pantainya', 'panjangkebersihan', 'cukup', 'terjagaditumbuhi', 'banyak', 'pohon', 'cemara', 'yang', 'rindang', 'tempat', 'parkir', 'luas']"
good lah,4 tahun lalu,Positif,pantai slopeng,"['good', 'lah']","['bagus', 'lah']","['bagus', 'lah']"
google map sangat buruk malah jalan memutar masuk ke pelosok bukannya di permudah malah di persulit,2 bulan lalu,Positif,pantai slopeng,"['google', 'map', 'sangat', 'buruk', 'malah', 'jalan', 'memutar', 'masuk', 'ke', 'pelosok', 'bukannya', 'di', 'permudah', 'malah', 'di', 'persulit']","['google', 'map', 'sangat', 'buruk', 'bahkan', 'jalan', 'memutar', 'masuk', 'ke', 'pelosok', 'bukannya', 'di', 'permudah', 'bahkan', 'di', 'persulit']","['google', 'map', 'sangat', 'buruk', 'bahkan', 'jalan', 'memutar', 'masuk', 'ke', 'pelosok', 'bukannya', 'di', 'permudah', 'bahkan', 'di', 'persulit']"
kotormahal petugasnya kek sampahsaran aja sih kalo mau ke pantai jgn ada yg ada tulisan wisata,3 tahun lalu,Negatif,pantai slopeng,"['kotormahal', 'petugasnya', 'kek', 'sampahsaran', 'aja', 'sih', 'kalo', 'mau', 'ke', 'pantai', 'jgn', 'ada', 'yg', 'ada', 'tulisan', 'wisata']","['kotormahal', 'petugasnya', 'seperti', 'sampahsaran', 'saja', 'sih', 'kalau', 'mau', 'ke', 'pantai', 'jangan', 'ada', 'yang', 'ada', 'tulisan', 'wisata']","['kotormahal', 'petugasnya', 'seperti', 'sampahsaran', 'saja', 'sih', 'kalau', 'mau', 'ke', 'pantai', 'jangan', 'ada', 'yang', 'ada', 'tulisan', 'wisata']"
